time,delta0,delta1,delta2,delta3,delta4
431,0006,0002,0007,0020,0016,
432,0006,0002,0007,0026,0016,
433,0008,0007,0008,0026,0016,
434,0012,0007,0017,0026,0029,
435,0012,0015,0018,0032,0029,
436,0012,0015,0022,0032,0029,
437,0016,0015,0023,0033,0031,
438,0016,0016,0023,0037,0035,
439,0018,0016,0025,0039,0035,
440,0018,0019,0031,0047,0044,
441,0018,0019,0031,0052,0046,
442,0018,0019,0037,0052,0046,
443,0018,0019,0041,0054,0048,
444,0018,0019,0042,0057,0048,
445,0021,0019,0042,0057,0048,
446,0021,0021,0048,0059,0049,
447,0021,0021,0048,0058,0049,
448,0021,0021,0055,0059,0049,
449,0021,0025,0058,0061,0050,
450,0021,0025,0063,0067,0050,
451,0025,0025,0066,0067,0050,
452,0025,0025,0072,0072,0055,
453,0025,0026,0076,0079,0055,
454,0024,0026,0085,0079,0055,
455,0021,0019,0090,0079,0053,
456,0021,0019,0090,0084,0053,
457,0020,0018,0092,0090,0053,
458,0018,0018,0095,0097,0055,
459,0018,0018,0094,0130,0055,
460,0029,0019,0094,0151,0055,
461,0029,0019,0082,0153,0064,
462,0029,0019,0080,0174,0064,
463,0029,0019,0075,0177,0064,
464,0021,0015,0070,0178,0064,
465,0021,0015,0062,0187,0064,
466,0021,0015,0056,0187,0064,
467,0017,0016,0039,0170,0074,
468,0017,0015,0039,0163,0082,
469,0017,0015,0038,0145,0089,
470,0018,0015,0030,0116,0096,
471,0018,0016,0030,0104,0113,
472,0018,0016,0029,0084,0113,
473,0016,0016,0025,0060,0102,
474,0016,0016,0025,0056,0082,
475,0016,0016,0025,0052,0077,
476,0016,0016,0027,0042,0053,
477,0016,0016,0023,0039,0052,
478,0016,0013,0023,0039,0046,
479,0012,0003,0012,0025,0019,
480,0012,0001,0012,0025,0019,
481,0010,0001,0012,0025,0019,
482,0005,-001,0006,0019,0009,
483,0005,-001,0006,0013,0009,
484,0005,-001,0006,0013,0009,
485,0004,-001,0007,0010,0003,
486,0004,0000,0006,0010,0003,